id,original_title,adult,original_language,popularity,release_date,budget,profit (revenue-budget),runtime,status,vote_average,vote_count
51768,Rough Riders,2,en,0.481577,7/20/1997,0,0,240,Released,4.1,4
51780,Pretty Cool,2,en,0.253802,6/21/2005,0,0,92,Released,4.9,5
51786,Kim Possible: A Sitch in Time,2,en,1.789375,10/21/2004,0,0,66,Released,6.3,48
51794,Five Minarets in New York,2,en,5.92925,3/9/2010,12000000,-12000000,119,Released,6.5,27
51795,The War You Don't See,2,en,0.732773,12/14/2010,0,0,97,Released,7,10
51800,The Dolphin Story of a Dreamer,2,es,0.647019,10/8/2009,3000000,-3000000,86,Released,0,0
51817,Zona Zamfirova,2,sr,0.769203,10/31/2002,0,0,104,Released,7.3,6
51822,Amar te duele,2,es,1.138867,11/8/2002,5000000,-5000000,104,Released,6.5,25
51823,Across the Line: The Exodus of Charlie Wright,2,en,2.761004,12/28/2010,0,0,94,Released,6.1,13
51824,2gether,2,en,0.736215,2/21/2000,0,0,82,Released,4.5,4
51828,One Day,2,en,11.239012,3/2/2011,15000000,44389433,107,Released,7,1006
51831,The Minion,2,fr,0.483399,9/26/1998,0,0,95,Released,4.8,6
51832,Paam Hayiti,2,he,0.300574,6/23/2010,2150000,-2150000,112,Released,6.8,8
51836,Snow 2: Brain Freeze,2,en,0.580174,8/8/2008,0,0,86,Released,4.4,7
51839,Zadelpijn,2,nl,0.313874,4/15/2007,0,0,0,Released,2.8,2
51844,Après lui,2,en,0.612802,5/23/2007,0,0,94,Released,5.8,5
51848,A Golden Christmas,2,en,5.648219,12/13/2009,0,0,95,Released,3.5,12
51851,Changement d'adresse,2,en,0.848437,6/21/2006,0,0,85,Released,6.3,14
51853,Complices,2,fr,0.693926,1/20/2010,0,0,93,Released,5.6,11
51854,The Shepherd,2,en,0.041951,1/1/1999,0,0,86,Released,5,1
51859,Gekijouban Trigun: Badlands Rumble,2,en,1.959207,4/2/2010,0,0,95,Released,7.4,25
51865,La petite Lili,2,en,1.222277,8/27/2003,0,0,104,Released,5.6,7
51871,Rumba,2,fr,0.584246,9/10/2008,0,0,77,Released,5.6,7
51873,The One And Only,2,en,0.495431,10/4/2002,0,0,91,Released,6,4
51875,Miss Nobody,2,en,0.774843,6/10/2010,0,0,86,Released,4.3,15
51876,Limitless,2,en,12.114955,3/8/2011,27000000,134849455,105,Released,7.1,3888
51880,Oscar et la dame Rose,2,en,2.044952,11/15/2009,0,0,105,Released,6.7,26
51883,Toutes les Filles sont Folles,2,en,0.062527,3/30/2003,0,0,85,Released,5.5,1
51885,太阳照常升起,2,zh,0.905196,9/20/2007,0,0,116,Released,7.9,9
51890,地獄甲子園,2,ja,0.552181,7/19/2003,0,0,87,Released,4.9,12
51917,Tutta la vita davanti,2,it,3.372144,3/28/2008,5940000,-1690000,117,Released,6.5,65
51927,Stevie,2,en,0.489997,9/9/2002,0,97000,140,,6.7,13
51933,Handsome Harry,2,en,0.834019,4/25/2009,1000000,-1000000,94,Released,5.3,7
51935,House of Boys,2,en,0.667991,11/20/2009,2500000,-2500000,113,Rumored,5.3,10
51938,Inside Out,2,en,0.480656,4/22/2006,0,0,90,Released,5,1
51939,The Hire: Beat the Devil,2,en,0.872822,11/22/2002,0,0,9,Released,6.5,15
51942,I Married a Strange Person!,2,en,0.817002,8/28/1998,250,-47,72,Released,7.5,12
51945,Pas sur la bouche,2,fr,1.8138,12/3/2003,0,0,115,Released,5.9,7
51946,Bittersweet,2,en,0.354576,7/23/2008,50000,-50000,75,Released,5,1
51953,15 Février 1839,2,fr,0.173369,1/26/2001,0,0,114,Released,6.7,5
51955,Hav Plenty,2,en,0.017501,9/11/1997,0,0,92,Released,0,0
51962,Min bedste fjende,2,da,0.676825,6/3/2010,0,0,88,Released,6,3
51971,Le refuge,2,fr,2.245929,9/19/2009,0,0,88,Released,6.2,20
51976,Hermano,2,es,0.409433,7/2/2010,0,0,97,Released,6.5,10
51985,An All Dogs Christmas Carol,2,en,4.602352,11/17/1998,0,0,73,Released,5.2,20
51986,Tangled,2,en,2.177699,11/2/2001,0,0,100,Released,5.4,14
51991,Les émotifs anonymes,2,fr,10.243224,12/22/2010,0,0,80,Released,6.4,148
51993,Terri,2,en,2.69722,7/1/2011,0,144633,105,Released,6.6,44
51994,The Deep Blue Sea,2,en,3.674758,9/11/2011,0,1126525,98,Released,5.8,82
51995,Salvation Boulevard,2,en,3.033375,7/15/2011,8000000,-8000000,96,Released,5.6,28
51996,Thin Ice,2,en,9.64235,1/24/2011,0,790421,93,Released,6.1,41
51999,Perfect Sense,2,en,11.047948,1/24/2011,0,908000,92,Released,6.9,298
52001,Citadel,2,en,9.189238,7/11/2012,0,0,85,Released,5.1,52
52009,Kommandør Treholt & ninjatroppen,2,en,0.409606,8/13/2010,0,0,77,Released,3.8,10
52010,"Ultramarines: A Warhammer 40,000 Movie",2,en,2.88558,12/10/2010,0,0,76,Released,5.2,27
52013,Marwencol,2,en,0.827035,3/12/2010,0,58,83,Released,6.8,15
52015,Stake Land,2,en,7.814255,9/30/2010,650000,-616755,98,Released,6.2,290
52022,Subspecies 4: Bloodstorm,2,en,0.657037,12/8/1998,0,0,85,Released,5.8,9
52032,My Dog Tulip,2,en,1.733716,1/1/2009,0,246574,83,Released,7.6,9
52034,Tetsuo: The Bullet Man,2,en,1.658163,9/5/2009,0,0,71,Released,5.5,24
52036,The Company,2,en,7.803563,9/10/2003,15000000,-12718415,112,Released,5.7,21
52039,Don't Let Me Drown,2,en,0.371407,1/1/2009,0,0,105,Released,6,1
52044,Insane,2,en,1.097638,2/9/2010,750000,-750000,87,Released,3.1,7
52045,Libre échange,2,fr,0.453212,12/22/2010,0,0,,Released,4,2
52046,Haunted Changi,2,en,0.207794,9/2/2010,0,0,79,Released,4.8,4
52048,Last Stop for Paul,2,en,0.110236,4/1/2006,0,0,83,Released,6.3,3
52049,Comedy of Innocence,2,en,0.571607,9/1/2000,0,0,100,Released,5,2
52050,The Princess of Nebraska,2,en,0.664931,6/20/2008,0,0,77,Released,5.4,4
52051,Seventeen Again,2,en,1.203718,11/12/2000,0,0,97,Released,5.1,9
52058,The Nature of Existence,2,en,0.081143,1/1/2010,0,0,94,Released,4.5,2
52060,Christmas Cupid,2,en,6.622907,12/12/2010,0,0,85,Released,5,45
52067,Cedar Rapids,2,en,4.84886,2/11/2011,0,6861102,87,Released,5.9,135
52072,Mayıs Sıkıntısı,2,tr,0.294108,12/10/1999,0,0,130,Released,6.8,5
52073,La maison,2,en,0.179017,8/22/2007,0,0,95,Released,0,0
52077,Rien à déclarer,2,fr,8.371842,12/15/2010,32000000,-32000000,108,Released,5.7,275
52088,Intoxicating,2,en,0.219621,7/1/2003,0,0,103,Released,5.8,3
52103,Xiao Wu,2,zh,0.350365,1/1/1997,0,0,105,Released,7.2,13
52111,Kasaba,2,tr,0.274671,11/28/1997,0,0,85,Released,6.4,8
52116,Hände weg von Mississippi,2,de,0.900245,3/22/2007,0,0,98,Released,6.9,7
52147,Ulak,2,tr,0.909691,2/25/2008,0,0,0,Released,5.7,9
52150,Zincirbozan,2,tr,0.146772,4/13/2007,0,0,110,Released,6.5,4
52183,Gecenin Kanatları,2,tr,0.447144,1/1/2009,0,0,0,,3.3,3
52188,Bekleme Odası,2,tr,0.209595,2/27/2004,0,0,92,Released,6.8,3
52208,Nude Nuns With Big Guns,2,en,7.31941,9/24/2010,0,0,90,Released,3.8,44
52221,Loving Leah,2,en,0.449706,1/25/2009,0,0,95,Released,5.7,10
52225,Majesteit,2,en,0.086291,10/28/2010,0,0,100,Released,6,1
52236,First Ascent: The Series,2,en,0.008397,1/1/2010,0,0,0,Released,0,0
52247,A Erva do Rato,2,en,0.076349,6/26/2008,0,0,80,Released,6.5,2
52249,Det røde kapel,2,da,0.181175,5/4/2009,0,0,88,Released,6.6,5
52251,Hotel,2,de,0.579155,7/25/2004,0,0,73,Released,6,11
52252,Ricky Gervais: Out of England 2 - The Stand-Up Special,2,en,0.668146,12/18/2010,0,0,74,Released,7.9,5
52254,David Wants to Fly,2,en,0.185056,5/6/2010,0,0,96,Released,7.4,5
52255,"Bi, đừng sợ",2,vi,0.430238,5/19/2010,0,0,90,Released,6.8,3
52256,1612: Хроники смутного времени,2,ru,1.225282,10/28/2007,12000000,-12000000,135,Released,5.3,8
52258,The Emperor's New Clothes,2,en,0.901594,1/1/2001,0,0,107,Released,6.9,9
52264,Une vie de chat,2,fr,3.40682,12/13/2010,0,309973,70,Released,6.5,68
52273,Hidden Agenda,2,tr,0.685233,5/12/2001,5000000,-5000000,94,Released,6,3
52274,Los ojos de Julia,2,es,5.020398,10/29/2010,0,12884923,118,Released,6.7,214
52277,Mávahlátur,2,en,0.853764,10/20/2001,0,0,102,Released,6.4,7
52297,Alaska: Silence And Solitude,2,en,0.824483,9/6/2005,0,0,57,Released,7.2,7
52311,Candles on Bay Street,2,en,1.961356,11/26/2006,0,0,93,Released,5,8
52320,Hjem til jul,2,no,0.472903,11/12/2010,0,0,90,Released,5,2
52323,Touching Home,2,en,0.457416,4/29/2008,2000000,-2000000,108,Released,5.8,4
52333,Astral City: A Spiritual Journey,2,en,1.466605,5/10/2010,0,0,109,Released,6.7,21
52338,Waiting for Forever,2,en,9.679653,2/10/2010,0,0,94,Released,5.7,122
52345,Lisbela e o Prisioneiro,2,pt,1.98441,8/22/2003,0,0,106,Released,7.5,53
52349,600 kilos d'or pur,2,en,0.919874,3/7/2010,0,0,100,Released,5.2,14
52350,Les petits ruisseaux,2,fr,0.771145,1/2/2010,0,0,94,Released,6.1,7
52366,Lucie Aubrac,2,fr,1.122218,2/26/1997,0,458557,115,Released,5.9,8
52369,La Meute,2,fr,3.732458,9/29/2010,0,0,85,Released,3.6,14
52371,LelleBelle,2,nl,4.653678,10/9/2010,0,0,89,Released,5.5,11
52400,Yoroi: Samurai zombie,2,en,0.040003,6/30/2008,0,0,0,,5,1
52406,Fresh,2,en,0.086169,5/26/2009,412000,-412000,72,Released,8.3,2
52415,미쓰 홍당무,2,en,0.954434,10/16/2008,0,0,101,Released,5.7,7
52416,D-day - 어느날 갑자기 세번째 이야기,2,ko,0.686167,8/3/2006,0,0,93,Released,6.3,4
52418,숙명,2,ko,0.919395,3/20/2008,0,0,123,Released,5.5,7
52441,평행이론,2,ko,0.364937,2/18/2010,0,0,110,Released,6.3,9
52444,Mr. 로빈 꼬시기,2,ko,0.732452,12/7/2006,2800000,-2800000,107,Released,6.3,19
52445,수,2,ko,0.911459,3/22/2007,0,1275162,122,Released,6.1,9
52449,Bad Teacher,2,en,7.310686,5/16/2011,20000000,196197492,92,Released,5.4,1634
52451,The Three Musketeers,2,en,6.303466,8/31/2011,75000000,57274484,110,Released,5.6,945
52452,Johnny Was,2,en,0.647692,9/19/2006,4300000,-4300000,93,Released,4,4
52454,Mega Shark vs. Crocosaurus,2,en,7.006573,12/21/2010,0,0,90,Released,2.7,39
52461,Carrie Fisher: Wishful Drinking,2,en,1.104944,12/10/2010,0,0,75,Released,7,6
52462,The Pet,2,en,1.854367,5/17/2006,0,0,94,Released,5.3,3
52473,Allegro,2,da,0.462846,9/30/2005,1500000,-1500000,88,Released,7.4,7
52474,Je vous aime très beaucoup,2,fr,0.407816,11/10/2010,0,0,91,Released,6.6,4
52475,Goethe!,2,de,2.981081,10/14/2010,0,0,100,Released,5.7,21
52477,Alien Cargo,2,en,0.616191,1/28/1999,0,0,90,Released,4.9,8
52505,The Other Woman,2,en,6.212898,10/28/2010,30000000,72000000,98,Released,6,131
52512,珈琲時光,2,ja,0.906583,9/1/2004,0,0,103,Released,6.7,16
52520,Underworld: Awakening,2,en,12.345348,1/19/2012,70000000,90112671,88,Released,6.1,1885
52538,Mariages !,2,fr,1.803989,4/21/2004,0,0,0,Released,5.1,27
52587,Wir sind die Nacht,2,de,4.767937,10/28/2010,0,0,100,Released,6.1,89
52589,東京タワー Tokyo Tower,2,ja,0.863877,1/15/2005,0,0,125,Released,5.6,4
52605,Strapped,2,en,1.307499,9/24/2010,0,0,95,Released,6.1,17
52612,Le créateur,2,en,0.971657,6/16/1999,0,0,92,Rumored,6,11
52615,Meltdown: Days of Destruction,2,en,0.863706,2/27/2006,0,0,90,Released,4.8,4
52616,Pavilion of Women,2,en,0.501948,3/16/2001,0,0,116,Released,5.3,6
52622,Total Western,2,en,0.236453,6/13/2000,0,0,105,Released,5.9,6
52623,Vermist,2,en,0.229233,1/1/2007,0,1,0,Released,4.3,2
52628,L'Homme de Chevet,2,fr,1.304441,11/18/2009,0,0,93,Released,6.1,12
52629,El Infierno,2,es,3.030907,9/3/2010,0,0,145,Released,7.5,66
52637,Yuki & Nina,2,fr,0.113018,11/27/2009,0,0,92,Released,5.5,1
52653,Jinn,2,en,4.907797,4/4/2014,0,149337,97,Released,3.7,31
52654,The Luzhin Defence,2,en,0.879721,8/21/2000,0,0,109,Released,6.6,15
52655,Shooters,2,en,0.420283,11/17/2001,0,0,71,Released,3.8,2
52663,반칙왕,2,ko,1.21143,2/4/2000,0,0,116,Released,6.3,18
52666,Dług,2,pl,0.319215,11/19/1999,0,0,106,Released,6.5,9
52685,Chill,2,en,0.190974,2/15/2007,850000,-850000,88,Released,3.5,4
52696,Band Baaja Baaraat,2,hi,1.253675,12/10/2010,0,0,140,Released,6.6,32
52701,Smirennaya zhizn,2,en,0.081326,5/22/1997,0,0,76,Released,6,2
52717,Éloge de l'amour,2,fr,0.525668,5/16/2001,0,0,97,Rumored,6.7,8
52725,Fierce Light: When Spirit Meets Action,2,en,0.00353,1/1/2008,1180000,-1180000,90,Released,0,0
52735,Love in the Time of Money,2,en,0.72422,11/1/2002,0,0,90,Released,5.3,1
52738,Man zkt vrouw,2,en,0.006527,8/8/2007,0,0,107,Released,0,0
52762,The Mysterious Geographic Explorations of Jasper Morello,2,en,0.688867,1/19/2005,0,0,26,Released,7.4,16
52764,Sugarhouse,2,en,0.768302,8/24/2007,0,0,90,Released,6.6,5
52767,شکارچی,2,fa,0.876263,4/8/2010,0,0,90,Released,6.8,8
52776,72家租客,2,en,0.882086,2/11/2010,0,0,99,Rumored,5.6,8
52784,Hans och hennes,2,en,0.281208,9/2/2001,0,0,96,Released,4,4
52788,Sisters,2,en,1.241769,11/10/2006,60000,-60000,92,Released,3.9,18
52796,Winter Solstice,2,en,0.438299,1/29/2004,0,0,90,Released,5.3,3
52799,Contracorriente,2,es,2.21023,9/23/2009,0,0,100,Released,7.4,45
52803,Sebastian's Voodoo,2,en,0.942521,6/7/2008,2000,-2000,4,Released,6.8,18
52805,The Truth About Jane,2,en,0.492987,8/7/2000,0,0,87,Released,5.8,10
52817,Bitter Feast,2,en,1.194121,7/8/2010,0,0,105,Released,5.5,17
52850,Toast,2,en,4.456701,12/30/2010,0,0,90,Released,6.3,72
52855,Dangerous Ground,2,en,1.463219,2/12/1997,0,3028094,95,Released,5,8
52870,パレード,2,ja,0.580973,2/20/2010,0,0,118,Released,7.2,6
52891,Gitler kaput!,2,ru,0.878255,9/18/2008,3000000,6713500,99,Released,3.6,7
52903,Miesten vuoro,2,fi,0.982331,3/26/2010,580000,-580000,80,Released,6.9,11
52918,The Oath,2,en,0.66481,5/9/2010,0,0,90,Released,7.6,8
52925,Recipe for a Perfect Christmas,2,fr,0.322377,12/5/2005,0,0,120,Released,5.8,2
52939,Три богатыря и Шамаханская царица,2,ru,1.412333,12/29/2010,3000000,16010585,73,Released,5.6,15
52947,雀聖,2,en,0.434269,10/10/2005,0,0,98,Released,5.5,5
52999,L'Adversaire,2,fr,2.056752,8/28/2002,0,0,129,Released,7.2,24
53000,Soul Assassin,2,en,0.239635,8/23/2001,0,0,96,Released,4.3,3
53010,La Chance de ma vie,2,fr,4.105063,1/5/2011,5000000,-5000000,87,Released,5.6,79
53033,Poppy Shakespeare,2,en,0.592315,3/31/2008,0,0,86,Released,0,0
53035,Kevorkian,2,en,0.041316,6/28/2010,2500000,-2500000,0,Released,7,1
53042,Alice,2,pt,0.355953,5/16/2005,0,0,102,Released,6.8,10
53048,Bartleby,2,en,1.215051,3/10/2001,0,0,85,Released,5.3,8
53079,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),2,en,3.063163,10/26/2010,0,28200,116,Released,7.6,12
53080,Malibu Shark Attack,2,en,1.13806,7/25/2009,3000000,-3000000,87,Released,3.8,17
53085,Охота на пиранью,2,ru,0.784854,4/6/2006,0,0,125,Released,6,12
53086,Paragraf 78 - Film Pervyy,2,ru,0.934723,2/21/2007,0,0,88,Released,6.3,12
53092,"Niagara, Niagara",2,en,0.782772,8/30/1997,0,168462,93,Released,7.7,9
53100,Bringing Up Bobby,2,en,1.239118,11/25/2011,0,0,95,Released,5.1,16
53101,Manborg,2,en,2.274115,9/22/2011,0,0,75,Released,5,24
53103,My Queen Karo,2,en,0.656156,10/28/2009,0,0,101,Released,6.7,9
53104,Orgasm Inc.,2,en,0.633993,5/2/2009,0,0,73,Released,6.5,2
53113,One True Thing,2,en,2.586355,9/18/1998,0,0,127,Released,6.2,27
53116,Entre las piernas,2,es,1.821541,1/22/1999,0,0,115,Released,5.8,9
53117,No se lo digas a nadie,2,fr,0.802286,7/16/1998,0,0,120,Released,5.5,6
53119,Left Luggage,2,en,0.444226,3/30/1998,0,100544,100,Released,6.9,10
53121,Barking Water,2,en,0.410945,1/17/2009,0,0,85,Released,7,3
53128,Ψυχή Βαθιά,2,el,0.120467,10/22/2009,0,0,124,Released,8,2
53129,Турецкий гамбит,2,ru,0.963791,2/22/2005,0,0,130,Released,6.3,18
53146,החוב,2,he,0.501715,11/29/2007,0,0,92,Released,5.5,5
53151,Joe the King,2,en,1.487046,10/17/1999,0,0,93,Released,6.3,8
53168,喜剧之王,2,cn,3.139003,2/13/1999,0,0,89,Released,6.9,34
53172,Henry's Crime,2,en,5.145185,1/14/2010,12000000,-11795060,108,Released,5.8,110
53174,Kokowääh,2,de,5.24461,2/2/2011,5650000,37350000,123,Released,6.4,103
53182,300: Rise of an Empire,2,en,12.904677,3/5/2014,110000000,227580051,102,Released,6.1,2438
53190,The Two Escobars,2,en,0.758472,6/22/2010,0,0,100,Released,7.6,14
53191,Crazy Sexy Cancer,2,en,0.041164,3/11/2007,0,0,90,Released,6,1
53196,Pries parskrendant i zeme,2,en,0.212159,10/10/2005,0,0,52,Released,6,2
53198,Il mio viaggio in Italia,2,it,0.875175,9/11/1999,0,0,246,Released,7.2,13
53204,Amazing Journey: The Story of The Who,2,en,0.05157,9/14/2007,0,0,237,Released,7,1
53214,Signs,2,en,1.11608,3/10/2008,0,0,12,Released,7.4,28
53215,Kiwi!,2,en,1.994703,1/1/2006,0,0,3,Released,6.5,41
53216,Validation,2,en,1.508679,1/1/2007,0,0,16,Released,6.9,26
53222,Skhizein,2,fr,1.327341,6/9/2008,0,0,13,Released,7.8,27
53237,The Last Lovecraft: Relic of Cthulhu,2,en,1.0971,10/3/2009,0,0,78,Released,5.5,14
53244,Sex is Comedy,2,fr,1.562703,6/5/2002,0,0,94,Released,6.1,10
53245,Yeti: Curse of the Snow Demon,2,en,0.801891,11/8/2008,0,0,85,Released,2.9,13
53252,Гадкие лебеди,2,ru,0.641755,10/19/2006,0,0,109,Released,6.6,10
53256,Drei,2,de,4.898882,12/23/2010,0,2611555,119,Released,6.3,31
53263,Price of Glory,2,en,0.52082,5/31/2000,10000000,-10000000,118,Released,3.4,4
53267,생활의 발견,2,ko,1.935173,3/22/2002,0,0,115,Released,7.8,12
53268,World Builder,2,en,0.373912,1/1/2007,0,0,9,Released,7,7
53283,खिचड़ी,2,hi,0.129796,10/1/2010,0,0,120,Released,2.7,3
53284,Do Dooni Chaar,2,hi,0.151141,10/8/2010,0,0,146,Rumored,4,4
53290,Plastic Planet,2,en,0.51045,9/15/2009,0,0,95,Released,6.6,6
53296,Tyttö sinä olet tähti,2,fi,0.814929,10/21/2005,0,0,102,Released,6.2,14
53301,Yazı Tura,2,tr,0.328221,9/24/2004,0,0,102,Released,6.7,8
53315,The Kreutzer Sonata,2,en,0.086266,6/20/2008,0,0,99,Released,10,1
53318,The Fairy King Of Ar,2,en,1.054717,1/1/1998,0,0,91,Released,5,2
53319,Che bella giornata,2,it,3.793012,1/5/2011,6000000,-6000000,97,Released,6.3,281
53328,The Last Mountain,2,en,0.07821,6/3/2011,0,90425,95,Post Production,9,2
53335,Candy Stripers,2,en,0.91894,6/27/2006,0,0,89,Released,4.1,7
53344,Lemmy,2,en,2.561829,3/15/2010,0,0,116,Released,7.5,34
53354,Dans ton sommeil,2,fr,1.461445,3/21/2010,0,0,79,Released,5.1,15
53358,Fubar II,2,en,0.405272,10/1/2010,0,0,85,Released,6.5,9
53364,Der letzte schöne Herbsttag,2,de,0.121914,11/11/2010,0,0,85,Released,7,3
53367,Charlie: The Life and Art of Charles Chaplin,2,en,10.351391,5/1/2003,0,0,132,Released,6.5,27
53380,Divine Trash,2,en,1.143004,1/18/1998,0,39842,97,Released,7.4,13
53389,Krach,2,fr,1.122716,9/1/2010,0,0,85,Released,5.5,6
53399,La solitudine dei numeri primi,2,it,3.497322,9/10/2010,0,0,118,Released,5.5,70
53404,Crime d'amour,2,fr,2.440568,8/9/2010,0,0,104,Released,6.4,29
53413,O Estranho Caso de Angélica,2,pt,0.70052,12/29/2010,2000000,-2000000,97,Released,6.6,16
53437,Strongman,2,en,0.083285,1/25/2011,0,0,0,Released,8,2
53445,The Unloved,2,en,1.812246,5/17/2009,0,0,106,Released,6.5,12
53456,Ces amours-là,2,fr,0.313699,9/15/2010,0,0,120,Released,6.1,5
53457,Elle s'appelait Sarah,2,fr,6.091224,9/16/2010,10000000,7511906,111,Released,7.2,200
53459,F,2,en,2.299942,9/7/2010,1300000,-1300000,79,Released,5.8,32
53463,Dreamland,2,en,0.635456,2/27/2007,0,0,77,Released,3.2,5
53482,L'uomo in più,2,it,1.270431,8/31/2001,0,0,100,Released,7.2,35
53486,L'amico di famiglia,2,it,1.648111,10/1/2006,0,0,102,Released,6.5,43
53487,This Must Be the Place,2,en,10.710831,10/1/2011,25000000,-13209021,118,Released,6.7,275
53500,Lomalla,2,en,0.177569,12/1/2000,0,0,85,Rumored,5.6,5
53503,Minä ja Morrison,2,fi,1.291258,12/28/2001,0,0,91,Released,4.8,6
53505,The Last Lions,2,en,5.37272,2/11/2011,0,0,88,Released,7.2,16
53514,시라노; 연애조작단,2,ko,1.240166,9/16/2010,0,0,118,Released,6,17
53520,Visage,2,fr,0.73406,10/2/2009,0,0,138,Released,7.5,4
53544,Unborn in the USA: Inside the War on Abortion,2,en,0.041153,6/15/2007,0,0,105,Released,7,1
53554,Hundhotellet,2,en,0.378644,10/3/2000,0,0,68,Released,5,2
53567,Thale,2,no,2.775518,2/16/2012,0,0,76,Released,5.1,54
53569,No One Killed Jessica,2,hi,0.785505,1/7/2011,0,0,136,Released,6.5,21
53596,También la lluvia,2,fr,3.917709,9/16/2010,10600000,-10600000,104,Released,6.7,72
53655,The Box,2,en,0.450207,1/1/2007,0,0,87,Released,5.2,3
53670,Say Nothing,2,en,0.229743,8/1/2001,0,0,94,Released,9,1
53685,Telling You,2,en,0.376634,8/7/1998,0,0,94,Released,1.5,2
53701,カミュなんて知らない,2,ja,0.180219,10/3/2005,0,0,115,Released,7,4
53729,Wild Cherry,2,en,5.689825,2/7/2009,3500000,-3500000,120,Released,4.7,16
53734,A Foreign Affair,2,en,0.85986,1/21/2003,0,0,82,Released,5.8,4
53739,El mal ajeno,2,es,0.714674,6/3/2010,0,0,102,Released,5.8,8
53743,Wild Combination: A Portrait of Arthur Russell,2,en,0.118612,9/26/2008,0,0,71,Released,6.3,3
53765,Mr. Jealousy,2,en,0.728872,9/11/1997,0,0,105,Released,6.1,10
53774,The Sinking of the Laconia,2,en,1.573298,1/6/2011,18550417,-18550417,180,Released,4.9,4
53776,Poupoupidou,2,en,3.352027,1/12/2011,0,0,102,Released,5.9,28
53778,DMT: The Spirit Molecule,2,en,1.641261,10/15/2010,0,0,75,Released,6,23
53804,No Problem,2,hi,0.77532,12/10/2010,0,0,140,Released,3.7,5
53805,Cemento Armato,2,de,1.392158,10/5/2007,0,0,0,Released,6.2,21
53807,Li Xiao Long,2,en,2.712488,11/25/2010,0,0,129,Released,7,17
53850,Basilisk: The Serpent King,2,de,0.83825,11/25/2006,0,0,0,Released,4.3,7
53861,Die,2,sv,1.898197,1/6/2010,0,0,91,Released,4.5,25
53862,Trippin',2,en,0.218263,5/12/1999,0,9016377,94,Released,4.5,4
53870,10.5,2,en,5.536166,5/2/2004,20000000,-20000000,165,Released,5.9,21
53871,Glastonbury,2,en,0.328167,4/13/2006,0,0,135,Released,6.1,4
53875,Journey to the Center of the Earth,2,en,1.529991,7/7/1999,0,0,180,Released,5.7,18
53882,Absence of the Good,2,en,0.737285,10/15/1999,17,-17,90,Released,3.3,3
53883,அஞ்சாதே,2,ta,0.158599,2/14/2008,0,0,160,Released,5.2,3
53905,Marilyn Hotchkiss' Ballroom Dancing & Charm School,2,en,7.113961,1/24/2006,2500000,-2500000,103,Released,5.1,12
53915,Come te nessuno mai,2,en,1.130083,10/1/1999,0,0,90,Released,5.5,31
53928,National Lampoon’s Adam & Eve,2,en,1.621741,11/5/2005,0,0,91,Released,3.9,13
53935,Living 'til the End,2,en,0.221851,10/21/2005,0,0,87,Released,7,1
53945,Caraibi,2,en,1.114882,1/3/1999,0,0,360,Released,6.1,5
53953,The Tooth Fairy,2,de,0.740517,8/8/2006,0,0,0,Released,4.3,13
53957,La matassa,2,it,4.314133,3/13/2009,0,0,98,Released,6.6,83
53961,Bicho de Sete Cabeças,2,pt,1.071448,6/22/2001,0,0,74,Released,7.4,27
53975,New Wave,2,en,0.15538,9/19/2008,0,0,80,Released,6,1
53985,Mutant Pumpkins from Outer Space,2,en,4.579609,10/28/2009,0,0,27,Released,6,78
53999,My Super Psycho Sweet 16: Part 2,2,en,0.694531,10/22/2010,0,0,0,Released,6.1,10
54002,Listening to You: The Who Live at the Isle of Wight,2,en,0.272714,11/3/1998,0,0,85,Released,4.8,2
54003,Pups,2,en,0.798845,4/18/1999,0,0,99,Released,6.6,7
54007,Star Kid,2,en,1.079117,1/16/1997,0,7,101,Released,4.9,16
54040,Wanderlust,2,en,0.195999,7/12/2006,0,0,84,Released,6,1
54045,The Code,2,en,0.903935,10/22/2002,0,0,116,Released,5.1,9
54054,One for the Money,2,en,6.322435,1/26/2012,40000000,-3106279,91,Released,5.3,392
54064,Je m'appelle Elisabeth,2,fr,0.157796,11/15/2006,0,0,90,Released,5.5,2
54075,Choose,2,en,1.754538,1/17/2011,0,0,83,Released,4.2,28
54081,Aakrosh,2,hi,0.405492,10/1/2010,0,0,120,Released,6.4,9
54083,Film Socialisme,2,fr,1.992959,5/17/2010,0,0,102,Released,6.9,17
54093,Killing Bono,2,en,2.271809,4/1/2011,0,0,114,Released,6.3,26
54099,Hyenas,2,en,1.731322,5/12/2010,0,0,92,Released,2.9,8
54102,Generation Kill,2,en,4.213894,7/13/2008,0,0,470,Released,7.8,88
54105,Immigration Tango,2,en,0.118978,4/17/2010,0,0,92,Released,4,3
54111,여고괴담 두번째 이야기,2,ko,1.822103,12/24/1999,0,0,98,Released,6.2,26
54113,The Swan Princess: Escape from Castle Mountain,2,en,5.121309,1/1/1997,0,273644,71,Rumored,5.8,83
54117,쓰리,2,ko,0.938167,7/9/2002,0,2425000,140,Released,5.9,18
54120,Bastards of the Party,2,en,0.117955,1/1/2005,0,0,95,Released,6.2,3
54138,Star Trek Into Darkness,2,en,15.78129,5/5/2013,190000000,277365246,132,Released,7.4,4479
54142,Mirch,2,en,0.370744,9/26/2010,0,0,128,Released,2.3,2
54144,Abel,2,es,0.829065,5/28/2010,1000000,-1000000,83,Released,6.7,11
